rate,votes,location,rest_type,cuisines,cost,menu_item,online_order_No,online_order_Yes,book_table_No,book_table_Yes
4.3,221,41,21,755,1200.0,5047,1,0,0,1
4.5,1889,38,21,1430,1200.0,5047,0,1,0,1
4.4,459,44,21,1156,1500.0,5047,0,1,0,1
4.4,1237,41,53,35,1200.0,5047,1,0,0,1
4.4,4086,41,5,126,1200.0,5047,1,0,0,1
4.2,1743,41,57,539,1400.0,5047,1,0,0,1
4.5,577,43,4,901,1000.0,5047,1,0,0,1
4.3,1557,38,57,898,1200.0,5047,1,0,0,1
4.2,1369,44,21,123,1400.0,5047,0,1,0,1
4.2,1177,41,57,883,1300.0,5047,0,1,0,1
4.1,819,41,21,50,800.0,5047,1,0,0,1
4.1,759,40,4,1196,1200.0,5047,1,0,0,1
4.0,1408,43,60,633,1000.0,5047,1,0,1,0
3.9,740,43,5,15,1400.0,5047,1,0,1,0
4.0,281,41,21,801,1500.0,5047,0,1,0,1
3.9,282,44,21,747,1000.0,5047,1,0,0,1
3.9,598,41,4,899,1200.0,5047,0,1,0,1
4.2,270,43,60,748,1400.0,5047,1,0,1,0
3.7,130,38,21,624,1200.0,5047,0,1,1,0
3.8,674,43,57,31,1700.0,5047,1,0,1,0
3.9,107,41,4,878,1500.0,5047,1,0,1,0
3.7,1015,43,4,663,1300.0,5047,0,1,0,1
3.8,170,41,4,1587,1300.0,5047,1,0,0,1
3.8,152,43,60,37,1500.0,5047,1,0,1,0
4.0,169,0,4,878,1100.0,5047,1,0,0,1
3.8,158,22,47,694,1300.0,5047,1,0,1,0
4.5,3469,42,20,1400,1300.0,5047,0,1,0,1
4.4,1575,42,54,1128,2000.0,5047,1,0,0,1
4.7,10530,42,21,1323,1400.0,5047,1,0,0,1
3.7,4652,43,50,1304,2000.0,5047,1,0,1,0
4.0,1871,43,20,1156,600.0,5047,0,1,0,1
3.9,457,43,20,521,1000.0,5047,0,1,1,0
3.8,38,43,20,1450,900.0,5047,1,0,1,0
4.5,3163,42,21,1233,1500.0,5047,0,1,0,1
4.2,1757,42,20,637,1200.0,5047,1,0,0,1
4.9,2244,42,21,134,1500.0,5047,0,1,0,1
4.2,2620,42,20,514,1300.0,5047,0,1,0,1
4.4,373,40,18,334,1000.0,5047,1,0,0,1
4.4,9080,41,22,1468,600.0,5047,0,1,0,1
4.4,459,44,21,1156,1500.0,5047,0,1,0,1
4.5,721,44,20,1009,1500.0,5047,0,1,0,1
4.1,786,40,20,1375,1500.0,5047,1,0,0,1
4.4,682,44,20,1381,1500.0,5047,0,1,0,1
4.3,2248,42,20,609,1100.0,5047,1,0,0,1
4.1,6948,42,20,1402,750.0,5047,0,1,1,0
4.1,675,40,20,605,900.0,5047,0,1,0,1
4.2,767,41,20,1272,1700.0,5047,0,1,0,1
4.4,1808,41,20,1678,1000.0,5047,0,1,0,1
3.9,485,42,20,1427,700.0,5047,0,1,0,1
4.0,281,41,21,801,1500.0,5047,0,1,0,1
3.9,1389,42,46,718,1400.0,5047,1,0,0,1
4.2,117,44,20,1425,800.0,5047,1,0,0,1
4.3,106,44,20,1164,1000.0,5047,1,0,0,1
4.1,354,40,37,802,2000.0,5047,1,0,0,1
3.5,32,42,20,1196,1000.0,5047,1,0,0,1
4.2,217,16,20,808,1500.0,5047,0,1,0,1
3.9,421,0,20,112,800.0,5047,0,1,1,0
3.4,46,16,20,1156,1100.0,5047,1,0,1,0
4.2,2714,40,13,404,1000.0,2992,0,1,0,1
4.4,363,43,13,493,500.0,5047,0,1,1,0
4.2,177,43,13,332,600.0,5047,0,1,1,0
4.1,992,43,13,404,600.0,5047,0,1,1,0
4.2,817,43,13,397,800.0,5047,1,0,0,1
4.1,2450,43,13,371,700.0,5047,1,0,1,0
4.1,87,43,13,427,700.0,5047,0,1,1,0
3.8,108,43,62,370,400.0,5047,0,1,1,0
4.1,507,43,13,381,600.0,5047,0,1,1,0
4.1,152,43,62,378,600.0,5047,0,1,0,1
2.8,227,43,13,332,450.0,5047,1,0,1,0
3.6,54,43,12,1652,250.0,5047,1,0,1,0
4.7,14717,42,16,338,900.0,5047,1,0,1,0
4.6,7127,41,13,335,600.0,5047,1,0,1,0
4.5,3847,42,13,469,800.0,5047,1,0,1,0
4.4,9080,41,22,1468,600.0,5047,0,1,0,1
4.1,2734,42,13,400,1300.0,5047,1,0,1,0
4.4,1225,41,13,399,800.0,5047,1,0,1,0
4.0,76,45,13,382,400.0,5047,0,1,1,0
4.4,174,42,17,467,600.0,5047,1,0,1,0
4.1,1855,38,13,343,600.0,5047,0,1,0,1
4.3,2873,42,13,337,600.0,5047,0,1,1,0
4.1,3006,38,13,374,1000.0,5047,0,1,1,0
4.3,1471,42,13,406,800.0,5047,1,0,0,1
4.4,192,40,13,332,1000.0,5047,0,1,0,1
4.3,1808,42,22,660,900.0,5047,0,1,0,1
4.1,314,41,13,383,600.0,5047,1,0,1,0
4.5,2621,42,33,955,500.0,5047,0,1,1,0
4.4,208,42,13,498,800.0,5047,0,1,0,1
4.4,950,42,13,435,900.0,5047,0,1,1,0
4.2,505,42,13,389,800.0,2498,0,1,0,1
4.6,1026,44,17,431,550.0,5047,0,1,1,0
4.4,467,41,13,403,800.0,5047,0,1,0,1
4.5,550,42,13,412,900.0,5047,1,0,0,1
4.3,295,41,13,473,850.0,5047,1,0,1,0
4.0,1515,40,13,383,900.0,5047,0,1,0,1
4.5,345,42,33,779,300.0,5047,0,1,1,0
4.1,1359,44,13,427,700.0,5047,1,0,1,0
4.2,169,41,13,427,700.0,5047,0,1,1,0
4.2,875,42,13,339,600.0,5047,0,1,0,1
4.0,1241,41,13,332,700.0,5047,0,1,0,1
4.2,1065,42,13,394,800.0,3199,0,1,1,0
4.1,894,40,13,395,800.0,4652,0,1,1,0
4.1,141,42,13,452,1200.0,5047,0,1,1,0
4.1,306,44,13,414,600.0,5047,0,1,1,0
4.1,402,42,15,422,1200.0,5047,0,1,0,1
4.2,1705,42,13,459,650.0,5047,0,1,0,1
4.1,779,38,13,383,700.0,3434,0,1,1,0
4.2,100,44,33,781,900.0,528,0,1,1,0
4.3,480,42,13,512,450.0,3426,0,1,1,0
4.2,226,39,13,506,200.0,5047,1,0,1,0
4.0,66,41,16,462,700.0,4746,0,1,1,0
4.1,172,44,13,365,650.0,5047,1,0,1,0
4.1,93,42,13,383,600.0,5047,0,1,1,0
4.1,61,39,13,451,600.0,4467,0,1,1,0
3.8,47,42,13,455,600.0,5047,1,0,1,0
4.0,201,42,13,406,800.0,5047,0,1,1,0
4.1,324,44,13,342,700.0,5047,1,0,1,0
4.0,1209,41,13,408,650.0,5047,1,0,1,0
4.1,367,44,13,332,350.0,5047,1,0,1,0
3.8,291,45,33,784,500.0,5047,1,0,1,0
4.2,414,42,13,429,700.0,5047,0,1,1,0
3.5,66,42,13,332,300.0,5047,1,0,1,0
3.8,63,44,14,428,600.0,5047,1,0,1,0
4.0,236,41,13,436,500.0,5047,1,0,1,0
4.4,103,45,13,389,700.0,5047,0,1,0,1
4.0,275,40,13,332,500.0,149,0,1,1,0
4.3,139,42,13,383,800.0,5047,1,0,1,0
3.7,46,38,13,383,600.0,5047,1,0,1,0
3.8,230,38,13,394,600.0,4017,0,1,1,0
3.7,52,41,13,473,450.0,3086,0,1,1,0
4.5,1879,0,13,394,900.0,5047,0,1,0,1
4.0,1778,16,48,750,1600.0,5047,1,0,0,1
3.6,42,0,13,401,600.0,5047,0,1,1,0
3.6,61,0,13,332,500.0,5047,1,0,1,0
3.8,63,0,13,332,500.0,5047,1,0,1,0
4.1,327,38,29,1156,450.0,4329,0,1,1,0
4.5,1193,0,29,930,500.0,1261,0,1,1,0
3.9,585,37,29,923,450.0,2949,0,1,1,0
3.8,340,0,20,65,800.0,5047,0,1,1,0
4.4,107,37,29,1184,400.0,1357,0,1,1,0
4.0,996,22,20,238,800.0,2877,0,1,1,0
3.9,306,16,62,1063,300.0,1194,0,1,1,0
4.2,1295,0,20,105,900.0,4336,0,1,1,0
4.0,208,0,70,1122,200.0,1657,0,1,1,0
3.3,911,38,62,1177,250.0,4923,0,1,1,0
4.3,169,22,29,1156,400.0,563,0,1,1,0
4.0,58,22,72,1518,250.0,936,0,1,1,0
4.3,193,43,62,1645,300.0,1875,0,1,1,0
4.4,115,43,72,1465,600.0,4163,0,1,1,0
3.4,154,0,62,1046,400.0,5047,0,1,1,0
4.5,563,0,30,773,400.0,4498,0,1,1,0
4.0,358,45,29,235,650.0,1987,0,1,1,0
4.3,171,42,62,322,500.0,187,0,1,1,0
4.1,506,41,62,1003,600.0,5047,0,1,1,0
3.8,377,0,62,1357,500.0,1253,0,1,1,0
3.9,626,42,20,558,600.0,5047,1,0,1,0
3.5,739,0,20,47,600.0,1252,0,1,1,0
3.8,342,22,62,1582,400.0,2887,0,1,1,0
3.8,257,0,20,282,800.0,5047,0,1,1,0
4.1,391,38,72,1181,500.0,5047,0,1,1,0
3.7,455,22,72,1196,400.0,5047,0,1,1,0
2.8,213,58,29,1469,300.0,1073,0,1,1,0
4.1,789,0,62,1597,300.0,2686,0,1,1,0
4.1,359,22,62,323,600.0,3358,0,1,1,0
3.7,217,0,62,1038,200.0,2385,0,1,1,0
3.8,1080,0,20,235,500.0,3737,0,1,1,0
4.0,413,42,62,84,300.0,2759,0,1,1,0
4.1,212,45,9,224,150.0,3495,0,1,1,0
4.0,201,0,62,1156,300.0,2799,0,1,1,0
3.9,641,58,62,1196,400.0,1142,0,1,1,0
3.7,219,42,67,1507,600.0,866,0,1,1,0
4.2,469,0,62,1060,400.0,3704,0,1,1,0
4.3,1593,42,20,152,550.0,4843,0,1,1,0
4.1,6948,42,20,1402,750.0,2102,0,1,1,0
4.1,133,0,62,1156,150.0,1918,0,1,1,0
3.7,479,0,62,1235,450.0,4041,0,1,1,0
4.3,83,22,20,268,650.0,5047,0,1,1,0
4.0,461,45,62,1190,500.0,1010,0,1,1,0
3.4,99,45,0,181,400.0,2069,0,1,1,0
4.6,278,42,30,956,400.0,764,0,1,1,0
3.6,140,22,72,285,300.0,1121,0,1,1,0
4.0,108,38,20,1156,500.0,309,0,1,1,0
3.7,175,22,72,257,400.0,5047,0,1,1,0
3.9,297,41,72,1156,400.0,293,0,1,1,0
3.9,332,38,20,604,600.0,4940,0,1,1,0
3.9,193,0,62,294,600.0,731,0,1,1,0
4.1,1342,22,20,1375,800.0,3604,0,1,0,1
3.9,66,0,62,235,700.0,1834,0,1,1,0
3.9,293,43,45,1644,250.0,4117,0,1,1,0
4.2,557,42,62,1672,400.0,3767,0,1,1,0
4.1,725,43,29,1477,700.0,5047,0,1,1,0
4.0,138,45,62,1609,250.0,2719,0,1,1,0
3.9,421,0,20,112,800.0,2656,0,1,1,0
3.9,234,38,72,1196,250.0,5047,0,1,1,0
4.2,429,38,62,266,250.0,5047,0,1,1,0
3.9,490,43,20,1474,750.0,5047,0,1,1,0
3.8,100,0,20,1589,350.0,4182,0,1,1,0
4.4,7234,42,20,304,600.0,5047,0,1,1,0
4.1,1963,43,62,1110,600.0,5047,0,1,1,0
4.1,1250,42,20,1156,600.0,5047,0,1,0,1
3.9,333,0,13,1195,200.0,2301,0,1,1,0
3.4,356,18,62,1156,350.0,5047,0,1,1,0
4.4,9080,41,22,1468,600.0,2253,0,1,0,1
2.9,323,16,20,1252,1000.0,1268,0,1,1,0
4.3,3618,43,62,1635,400.0,2956,0,1,1,0
3.9,468,0,20,112,700.0,1229,0,1,1,0
4.2,1077,42,69,1121,400.0,3951,0,1,1,0
4.5,345,42,33,779,300.0,2612,0,1,1,0
4.0,198,41,62,1156,500.0,2452,0,1,1,0
3.7,630,22,62,322,400.0,2637,0,1,1,0
4.3,894,16,29,181,500.0,1589,0,1,1,0
3.9,161,38,29,271,650.0,1764,0,1,1,0
3.5,139,0,72,282,500.0,5047,0,1,1,0
3.9,58,0,62,282,300.0,5047,0,1,1,0
3.8,883,0,62,1356,500.0,2132,0,1,1,0
3.8,351,22,62,1156,300.0,188,0,1,1,0
3.9,327,43,20,43,500.0,5047,0,1,1,0
4.0,1134,26,20,1156,1000.0,5047,0,1,0,1
4.2,972,42,62,1547,200.0,5047,0,1,1,0
4.1,192,45,29,1465,750.0,2170,0,1,1,0
3.7,185,0,62,858,400.0,1135,0,1,1,0
3.8,53,44,62,917,350.0,5047,0,1,1,0
4.1,2727,0,20,296,800.0,4373,0,1,0,1
4.0,115,0,62,591,400.0,5047,0,1,1,0
2.3,298,7,62,286,450.0,5047,0,1,1,0
3.9,52,0,62,1589,300.0,5047,0,1,1,0
3.8,261,0,20,50,500.0,1111,0,1,1,0
3.7,181,0,62,1196,400.0,5047,0,1,1,0
3.9,129,22,20,301,600.0,1007,0,1,1,0
3.9,371,22,20,50,550.0,2473,0,1,1,0
4.0,102,0,20,558,600.0,5047,0,1,1,0
3.9,327,3,20,1196,650.0,5047,0,1,1,0
3.9,192,0,62,256,300.0,5047,0,1,1,0
3.9,1190,0,62,1196,500.0,3584,0,1,1,0
4.3,286,22,62,1547,150.0,5047,0,1,1,0
4.0,65,22,20,1591,300.0,5047,0,1,1,0
3.2,294,22,20,208,600.0,5047,0,1,1,0
4.3,656,43,62,1547,250.0,5047,0,1,1,0
3.6,504,38,29,1423,500.0,5047,0,1,1,0
3.9,184,22,29,609,600.0,4670,0,1,1,0
4.2,1023,22,30,773,500.0,814,0,1,1,0
4.3,341,42,20,555,800.0,5047,0,1,1,0
4.0,758,24,62,1156,250.0,3319,0,1,1,0
3.6,221,0,20,286,600.0,4944,0,1,1,0
3.6,383,42,20,1037,600.0,2846,0,1,1,0
4.0,236,42,20,1141,800.0,4277,0,1,0,1
4.1,1118,42,20,289,750.0,4395,0,1,1,0
3.9,184,0,62,1497,300.0,4672,0,1,1,0
3.9,462,16,20,1219,600.0,984,0,1,1,0
3.9,463,22,62,262,600.0,4615,0,1,1,0
4.2,701,41,29,1181,450.0,1329,0,1,1,0
3.9,375,38,20,235,750.0,649,0,1,1,0
4.2,703,44,30,182,450.0,2936,0,1,1,0
4.0,457,43,29,932,500.0,692,0,1,1,0
3.7,434,41,62,1423,400.0,5047,0,1,1,0
3.8,141,42,62,1591,200.0,5047,0,1,1,0
4.1,382,0,62,84,250.0,4062,0,1,1,0
4.0,94,22,20,989,700.0,5047,0,1,1,0
4.1,511,43,30,789,500.0,5047,0,1,1,0
4.6,121,38,30,773,300.0,5047,0,1,1,0
3.9,48,22,30,211,400.0,1690,0,1,1,0
4.1,531,26,20,619,800.0,5047,0,1,0,1
4.1,292,43,62,328,600.0,5047,0,1,1,0
3.3,395,44,62,1156,400.0,1522,0,1,1,0
4.3,131,26,30,767,300.0,5047,0,1,1,0
3.2,68,22,20,1619,400.0,268,0,1,1,0
2.9,67,0,20,1459,200.0,1850,0,1,1,0
4.0,201,42,13,406,800.0,5047,0,1,1,0
4.9,2244,42,21,134,1500.0,4955,0,1,0,1
4.1,894,40,13,395,800.0,4653,0,1,1,0
4.1,414,44,12,1026,300.0,2529,0,1,1,0
3.9,100,30,62,1547,200.0,2684,0,1,1,0
3.9,230,38,29,1429,450.0,3507,0,1,1,0
3.9,160,22,62,1597,300.0,3170,0,1,1,0
4.0,403,22,30,956,450.0,613,0,1,1,0
4.4,457,26,29,926,500.0,4484,0,1,1,0
4.0,195,43,29,1657,500.0,5047,0,1,1,0
3.6,176,22,29,259,400.0,409,0,1,1,0
3.9,231,38,29,1106,400.0,5047,0,1,1,0
3.1,269,22,20,517,550.0,1840,0,1,1,0
4.3,279,44,62,1156,450.0,5047,0,1,1,0
4.4,1808,41,20,1678,1000.0,5047,0,1,0,1
4.1,93,42,13,383,600.0,5047,0,1,1,0
3.9,179,43,29,834,300.0,5047,0,1,1,0
3.5,124,22,20,1558,550.0,1061,0,1,1,0
3.7,72,26,29,1196,300.0,1127,0,1,1,0
4.1,1962,43,20,201,650.0,3415,0,1,1,0
4.4,363,43,13,493,500.0,3613,0,1,1,0
4.0,1113,41,29,1209,500.0,5047,0,1,1,0
4.5,2072,22,20,1626,1200.0,1781,0,1,1,0
4.1,314,38,72,933,650.0,4445,0,1,1,0
4.0,212,41,62,749,400.0,5047,0,1,1,0
3.4,47,0,62,1636,200.0,1855,0,1,1,0
4.0,270,38,62,1207,450.0,2202,0,1,1,0
3.5,47,16,29,313,300.0,5047,0,1,1,0
3.7,329,0,72,1185,500.0,4859,0,1,1,0
3.7,118,0,62,266,400.0,2014,0,1,1,0
4.1,322,43,62,1156,600.0,5047,0,1,1,0
4.0,960,44,20,1669,500.0,5047,0,1,1,0
4.6,5436,26,20,809,1600.0,5047,0,1,0,1
4.1,95,0,29,1113,600.0,4013,0,1,1,0
4.2,114,0,62,537,300.0,3773,0,1,1,0
3.8,66,42,20,98,800.0,5047,0,1,1,0
3.9,501,43,62,1638,300.0,5047,0,1,1,0
4.0,62,26,29,235,400.0,5047,0,1,1,0
3.9,162,58,62,1589,40.0,5047,0,1,1,0
3.5,433,38,29,1429,500.0,5047,0,1,1,0
4.1,616,44,20,161,500.0,5047,0,1,1,0
3.5,117,22,20,58,600.0,345,0,1,1,0
3.6,218,22,62,252,400.0,2980,0,1,1,0
4.3,190,41,0,181,400.0,2086,0,1,1,0
3.9,151,22,30,773,300.0,771,0,1,1,0
4.0,314,42,20,610,800.0,4964,0,1,1,0
3.9,74,0,20,1277,900.0,2094,0,1,0,1
4.3,246,42,62,1668,600.0,1147,0,1,1,0
4.2,1155,22,20,1018,1800.0,431,0,1,0,1
4.1,168,42,29,44,300.0,1450,0,1,1,0
4.2,56,42,9,210,400.0,531,0,1,1,0
4.5,816,0,20,716,800.0,1043,0,1,0,1
4.0,870,0,29,250,500.0,4590,0,1,1,0
4.2,1705,42,13,459,650.0,1348,0,1,0,1
4.0,39,0,32,775,300.0,3736,0,1,1,0
4.1,87,43,13,427,700.0,377,0,1,1,0
4.2,534,44,62,1669,450.0,1133,0,1,1,0
3.9,172,0,62,1612,300.0,3815,0,1,1,0
4.5,2621,42,33,955,500.0,5047,0,1,1,0
4.1,57,38,12,1023,200.0,5047,0,1,1,0
4.2,1544,0,20,1054,800.0,2390,0,1,0,1
4.2,50,45,29,181,500.0,1615,0,1,1,0
3.9,707,0,20,1156,500.0,4325,0,1,1,0
4.0,269,42,45,1677,300.0,5047,0,1,1,0
3.6,95,38,62,1335,300.0,5047,0,1,1,0
3.7,84,22,62,265,350.0,2827,0,1,1,0
4.3,3461,44,20,1156,600.0,5047,0,1,1,0
4.4,208,42,13,498,800.0,617,0,1,0,1
4.2,53,42,30,773,400.0,1931,0,1,1,0
3.8,331,22,62,1156,350.0,5047,0,1,1,0
3.2,166,16,62,1476,600.0,3485,0,1,1,0
3.8,78,22,62,1460,350.0,1337,0,1,1,0
4.1,121,22,62,1578,200.0,5047,0,1,1,0
4.2,348,42,20,1156,700.0,3528,0,1,0,1
4.3,549,42,26,1265,1000.0,3046,0,1,0,1
3.7,130,38,21,624,1200.0,1958,0,1,1,0
4.6,4695,44,46,32,1500.0,1533,0,1,1,0
4.0,529,18,29,314,350.0,4120,0,1,1,0
4.5,263,41,20,1008,1300.0,928,0,1,0,1
3.9,454,44,20,197,600.0,2549,0,1,1,0
3.6,193,0,29,917,450.0,3432,0,1,1,0
4.5,1889,38,21,1430,1200.0,4423,0,1,0,1
4.0,1209,41,13,408,650.0,5047,1,0,1,0
4.0,169,42,11,778,400.0,2544,0,1,1,0
3.8,295,42,62,826,500.0,3376,0,1,1,0
4.3,726,42,62,817,400.0,3861,0,1,1,0
3.7,34,22,72,232,400.0,2994,0,1,1,0
4.3,793,22,20,168,1000.0,4303,0,1,1,0
4.2,177,43,13,332,600.0,2503,0,1,1,0
4.1,224,42,20,1239,600.0,2221,0,1,0,1
4.0,790,66,62,90,400.0,2377,0,1,1,0
4.1,205,42,62,817,250.0,262,0,1,1,0
4.4,2398,41,20,1083,1000.0,427,0,1,0,1
3.2,64,0,62,1268,250.0,4803,0,1,1,0
4.0,188,38,29,171,300.0,5047,0,1,1,0
3.9,97,18,62,202,500.0,1901,0,1,1,0
3.9,523,41,20,609,500.0,4777,0,1,1,0
3.7,59,22,13,443,600.0,2422,0,1,1,0
4.1,61,42,30,792,450.0,1743,0,1,1,0
3.9,107,44,29,918,600.0,4645,0,1,1,0
4.5,3469,42,20,1400,1300.0,5047,0,1,0,1
3.5,221,0,70,1119,400.0,3712,0,1,1,0
3.8,1167,22,20,1057,600.0,960,0,1,0,1
4.1,192,41,30,767,300.0,770,0,1,1,0
4.0,670,22,20,292,800.0,2666,0,1,1,0
3.1,89,0,62,1374,300.0,2914,0,1,1,0
4.1,221,41,20,1156,1000.0,556,0,1,0,1
3.5,177,0,62,203,500.0,2060,0,1,1,0
4.0,76,38,62,1511,300.0,5047,0,1,1,0
4.1,187,22,9,215,400.0,3981,0,1,1,0
4.2,325,44,20,1205,800.0,213,0,1,0,1
3.9,554,44,62,818,600.0,4699,0,1,1,0
4.3,220,38,62,1075,300.0,3808,0,1,1,0
3.5,323,38,62,1077,500.0,3032,0,1,1,0
3.9,717,22,20,977,1000.0,1978,0,1,1,0
4.0,1871,43,20,1156,600.0,5047,0,1,0,1
4.3,343,41,62,790,450.0,5047,0,1,0,1
4.5,3987,42,25,713,1600.0,494,0,1,0,1
4.2,533,42,20,600,600.0,4878,0,1,1,0
3.9,151,41,41,1670,400.0,4990,0,1,1,0
4.0,494,22,20,528,800.0,5047,0,1,1,0
4.2,289,3,62,6,400.0,4033,0,1,1,0
4.2,2620,42,20,514,1300.0,5047,0,1,0,1
4.1,134,22,20,1156,650.0,415,0,1,1,0
4.2,295,42,20,1532,800.0,2953,0,1,0,1
3.0,64,16,30,794,200.0,2153,0,1,1,0
3.2,49,42,62,120,300.0,4637,0,1,1,0
2.8,152,44,20,1206,700.0,1343,0,1,1,0
3.9,88,22,62,817,250.0,3760,0,1,1,0
3.8,40,41,29,282,600.0,3000,0,1,1,0
4.3,379,22,20,30,700.0,1438,0,1,1,0
2.9,331,16,29,1002,600.0,897,0,1,1,0
4.1,1153,26,16,415,500.0,371,0,1,1,0
4.0,187,44,2,188,500.0,2274,0,1,1,0
4.2,1534,43,62,1245,600.0,5047,1,0,1,0
3.8,214,44,20,1354,700.0,1415,0,1,1,0
2.8,95,26,20,610,600.0,3396,0,1,1,0
4.8,189,42,30,767,400.0,4487,0,1,1,0
4.4,1854,43,20,521,1100.0,5047,0,1,0,1
4.0,782,43,20,1005,750.0,2751,0,1,1,0
4.5,721,44,20,1009,1500.0,806,0,1,0,1
3.0,291,41,62,1474,400.0,3120,0,1,1,0
4.0,131,0,30,949,230.0,3238,0,1,1,0
3.7,113,22,20,1196,800.0,719,0,1,0,1
3.9,231,42,30,956,500.0,2606,0,1,1,0
3.9,485,42,20,1427,700.0,5047,0,1,0,1
4.2,1923,22,49,889,1500.0,4453,0,1,0,1
3.9,85,44,62,1156,400.0,5047,0,1,1,0
3.9,77,16,32,773,300.0,2326,0,1,1,0
3.8,258,37,29,1196,300.0,3288,0,1,1,0
4.4,523,43,20,23,2500.0,5047,0,1,0,1
3.8,232,30,20,68,600.0,5047,0,1,1,0
3.9,59,41,62,1416,300.0,322,0,1,1,0
3.9,338,22,62,1196,500.0,4807,0,1,1,0
4.4,682,44,20,1381,1500.0,4084,0,1,0,1
4.4,950,42,13,435,900.0,4069,0,1,1,0
3.6,73,42,20,197,700.0,4194,0,1,1,0
3.7,69,42,62,1156,200.0,2054,0,1,1,0
4.0,577,38,20,208,600.0,855,0,1,1,0
3.9,475,43,20,1459,600.0,5047,0,1,1,0
3.9,660,42,20,618,500.0,1807,0,1,1,0
3.7,111,42,20,1196,900.0,4290,0,1,0,1
4.2,150,42,20,68,900.0,2944,0,1,0,1
3.9,1142,42,20,1352,500.0,2360,0,1,1,0
3.9,213,43,62,317,400.0,5047,0,1,1,0
3.1,910,42,20,1381,600.0,1420,0,1,1,0
3.1,144,16,62,242,200.0,1060,0,1,1,0
3.8,76,42,62,202,500.0,4260,0,1,1,0
4.1,3006,38,13,374,1000.0,5047,0,1,1,0
4.1,1792,42,57,881,1200.0,1516,0,1,0,1
3.4,95,42,62,96,200.0,4066,0,1,1,0
3.6,57,22,72,1156,400.0,5047,0,1,1,0
4.0,76,38,0,181,500.0,1595,0,1,1,0
3.8,191,22,62,1573,250.0,3167,0,1,1,0
2.8,261,22,20,1040,700.0,951,0,1,1,0
4.1,271,38,62,132,500.0,4505,0,1,1,0
3.9,34,18,62,1156,300.0,3545,0,1,1,0
3.4,277,0,66,1455,250.0,171,0,1,1,0
3.6,42,0,13,401,600.0,3473,0,1,1,0
3.5,889,44,20,1375,650.0,967,0,1,1,0
3.8,76,22,13,436,650.0,792,0,1,1,0
2.8,137,38,62,1156,500.0,5047,0,1,1,0
3.9,41,42,62,1156,250.0,5047,0,1,1,0
4.5,253,22,20,1076,1200.0,5047,0,1,1,0
4.1,141,42,13,452,1200.0,5047,0,1,1,0
3.7,483,41,20,761,800.0,1344,0,1,1,0
4.0,76,45,13,382,400.0,1766,0,1,1,0
3.6,90,44,62,826,500.0,3020,0,1,1,0
4.4,459,44,21,1156,1500.0,3304,0,1,0,1
3.5,144,22,62,1547,150.0,5047,0,1,1,0
4.1,1003,42,20,1388,700.0,5047,0,1,1,0
3.9,97,0,62,967,1000.0,406,0,1,1,0
4.2,180,42,30,773,350.0,4268,0,1,1,0
3.8,75,85,20,672,1000.0,3301,0,1,1,0
4.1,845,43,20,1534,700.0,5047,0,1,1,0
4.2,603,44,30,773,900.0,523,0,1,1,0
4.1,258,41,20,1149,750.0,5047,0,1,0,1
3.5,59,22,20,1279,700.0,2920,0,1,0,1
3.9,46,22,13,432,300.0,1642,0,1,1,0
3.8,267,44,20,1154,650.0,1547,0,1,1,0
3.6,207,42,20,1050,500.0,5047,0,1,1,0
2.9,95,0,29,1432,700.0,1055,0,1,1,0
3.8,127,0,62,1196,400.0,2446,0,1,1,0
3.8,108,43,62,370,400.0,1089,0,1,1,0
3.8,33,58,72,718,500.0,5047,0,1,1,0
4.1,337,26,22,383,800.0,1825,0,1,1,0
3.6,82,38,62,1505,400.0,5047,0,1,1,0
3.9,606,22,20,1092,1000.0,1158,0,1,0,1
4.5,3163,42,21,1233,1500.0,5047,0,1,0,1
3.6,97,38,62,1039,300.0,1150,0,1,1,0
3.5,76,42,62,323,600.0,3994,0,1,1,0
3.1,53,38,62,817,100.0,203,0,1,1,0
4.0,69,43,20,1090,1000.0,1166,0,1,1,0
4.2,505,42,13,389,800.0,2499,0,1,0,1
3.8,57,44,20,1531,700.0,5047,0,1,1,0
2.8,414,58,20,1145,700.0,1214,0,1,1,0
4.1,43,16,31,769,400.0,3425,0,1,1,0
2.8,102,3,62,1196,350.0,5047,0,1,1,0
4.4,149,42,72,214,350.0,1689,0,1,1,0
3.9,157,85,20,1196,450.0,4403,0,1,1,0
3.9,237,42,62,1551,200.0,2826,0,1,1,0
4.2,115,0,12,217,400.0,5047,0,1,1,0
3.9,163,22,24,1296,900.0,5047,0,1,0,1
2.9,362,22,20,1197,450.0,5047,0,1,1,0
3.7,127,18,72,849,300.0,4972,0,1,1,0
3.9,140,0,62,1327,300.0,5047,0,1,1,0
4.0,76,40,62,1602,300.0,5047,0,1,1,0
3.8,117,0,20,1185,600.0,5047,0,1,1,0
3.9,457,43,20,521,1000.0,5047,0,1,1,0
4.4,346,42,21,541,1000.0,401,0,1,0,1
3.9,44,43,62,621,550.0,2533,0,1,1,0
4.0,139,42,12,1025,200.0,2532,0,1,1,0
3.8,153,44,29,1296,500.0,878,0,1,1,0
4.4,387,42,21,1108,1500.0,1729,0,1,0,1
3.8,71,0,20,1165,1000.0,3743,0,1,1,0
4.1,363,42,72,264,400.0,5047,0,1,1,0
4.1,61,39,13,451,600.0,4467,0,1,1,0
